,Item_Fat_Content,Item_Identifier,Item_MRP,Item_Outlet_Sales,Item_Type,Item_Visibility,Item_Weight,Outlet_Establishment_Year,Outlet_Identifier,Outlet_Location_Type,Outlet_Size,Outlet_Type,source
12923,Low Fat,DRI25,-0.800750769105393,-0.6708974374671817,Soft Drinks,-0.8133077763196885,0.791604644239357,2004,OUT035,Tier 2,Small,Supermarket Type1,test
12924,Regular,FDT47,-0.45740887883788683,-0.6708974374671817,Breads,-0.7694199905331092,-0.9160464423935695,1998,OUT010,Tier 3,Small,Grocery Store,test
12925,Low Fat,DRH39,-0.6275271818484336,-0.6708974374671817,Dairy,-0.4501292038190824,0.9225960107174753,2002,OUT045,Tier 2,Small,Supermarket Type1,test
12926,Low Fat,NCD54,-0.03659277821920681,-0.6708974374671817,Household,-0.843030778170735,0.9702292348913368,2002,OUT045,Tier 2,Small,Supermarket Type1,test
12927,Regular,FDU16,-0.5449816297563991,-0.6708974374671817,Frozen Foods,-0.6649292884823342,-0.01901110703840536,1985,OUT027,Tier 3,Medium,Supermarket Type3,test
12928,Low Fat,NCW29,-0.16518108781723462,-0.6708974374671817,Health and Hygiene,-0.84393149049655,0.12473950580529936,2002,OUT045,Tier 2,Medium,Supermarket Type1,test
12929,Low Fat,FDV25,0.6116883646068905,-0.6708974374671817,Canned,-0.742275997583249,-0.01901110703840536,1985,OUT027,Tier 3,Medium,Supermarket Type3,test
12930,Low Fat,FDM56,-0.3344504886281061,-0.6708974374671817,Fruits and Vegetables,-0.5898997171477721,0.44626376897886266,2004,OUT035,Tier 2,Small,Supermarket Type1,test
12931,Low Fat,FDZ04,-0.7142510305672704,-0.6708974374671817,Frozen Foods,-0.7894403558935243,-0.01901110703840536,1985,OUT027,Tier 3,Medium,Supermarket Type3,test
12932,Low Fat,FDG59,-0.9496906600384383,-0.6708974374671817,Starchy Foods,-0.5559122488483874,-0.01901110703840536,1985,OUT019,Tier 1,Small,Grocery Store,test
12933,Low Fat,FDI56,-0.4989388722504058,-0.6708974374671817,Fruits and Vegetables,-0.44584009574644123,-0.6701399225960106,2002,OUT045,Tier 2,Small,Supermarket Type1,test
12934,Regular,FDS33,-0.5147556180347574,-0.6708974374671817,Snack Foods,-0.2621640265842611,-0.7481393271807084,2004,OUT035,Tier 2,Small,Supermarket Type1,test
12935,Low Fat,FDC23,0.22648201346019325,-0.6708974374671817,Starchy Foods,-0.9115848175699338,0.6010717475439118,1999,OUT049,Tier 1,Medium,Supermarket Type1,test
12936,Regular,FDT11,0.31211077834144896,-0.6708974374671817,Breads,-0.8408741249860499,-0.8350699612980053,1999,OUT049,Tier 1,Medium,Supermarket Type1,test
12937,Regular,FDG17,0.8129036529959457,-0.6708974374671817,Frozen Foods,-0.8008831208413988,-0.7249181303959511,2002,OUT045,Tier 2,Medium,Supermarket Type1,test
12938,Low Fat,FDZ44,-0.2657776962831666,-0.6708974374671817,Fruits and Vegetables,-0.7830594805524662,-0.5677284906222089,2002,OUT045,Tier 2,Medium,Supermarket Type1,test
12939,Low Fat,FDJ52,0.1007528064706722,-0.6708974374671817,Frozen Foods,-0.9125821814641355,-0.6915748734742483,1987,OUT013,Tier 3,High,Supermarket Type1,test
12940,Low Fat,DRI23,0.08801927347554139,-0.6708974374671817,Hard Drinks,-0.17724403874498285,0.7022923489133674,1997,OUT046,Tier 1,Small,Supermarket Type1,test
12941,Low Fat,DRE15,-0.6068632045039355,-0.6708974374671817,Dairy,-0.8387124474221964,0.04733551652277468,1998,OUT010,Tier 3,Small,Grocery Store,test
12942,Low Fat,NCF07,-0.4031232809730456,-0.6708974374671817,Household,-0.8250014400449485,-0.47067579636796664,1987,OUT013,Tier 3,High,Supermarket Type1,test
12943,Low Fat,NCR29,-0.7877489830151648,-0.6708974374671817,Health and Hygiene,-0.6850457450943419,-0.6415599880916938,1999,OUT049,Tier 1,Medium,Supermarket Type1,test
12944,Low Fat,FDE44,-0.8567120999123934,-0.6708974374671817,Fruits and Vegetables,0.8256700827006038,-0.01901110703840536,1985,OUT019,Tier 1,Small,Grocery Store,test
12945,Regular,FDT23,-0.5890583297679441,-0.6708974374671817,Breads,-0.5619514171473872,-0.6231021137243227,2004,OUT035,Tier 2,Small,Supermarket Type1,test
12946,Low Fat,NCG06,0.9335835897017977,-0.6708974374671817,Household,-0.8396803238754219,0.40458469782673445,2007,OUT017,Tier 2,Small,Supermarket Type1,test
12947,Low Fat,NCU41,0.36244218976020237,-0.6708974374671817,Health and Hygiene,-0.48552822095569415,0.7022923489133674,1998,OUT010,Tier 3,Small,Grocery Store,test
12948,Regular,FDH46,-0.39266820148184367,-0.6708974374671817,Snack Foods,-0.7663842372418253,-0.7165823161655254,2007,OUT017,Tier 2,Small,Supermarket Type1,test
12949,Low Fat,FDV31,0.24319180435860344,-0.6708974374671817,Fruits and Vegetables,-0.36546390767087555,-0.37540934802024406,1987,OUT013,Tier 3,High,Supermarket Type1,test
12950,Low Fat,NCT41,0.039161556275424836,-0.6708974374671817,Health and Hygiene,-0.6159177253355185,-0.01901110703840536,1985,OUT027,Tier 3,Medium,Supermarket Type3,test
12951,Low Fat,FDE22,0.09594971782490891,-0.6708974374671817,Snack Foods,-0.84080289086522,-0.01901110703840536,1985,OUT027,Tier 3,Medium,Supermarket Type3,test
12952,Low Fat,FDC26,-0.33532146228497306,-0.6708974374671817,Canned,-0.24225032460660467,-0.328371539148556,2002,OUT045,Tier 2,Medium,Supermarket Type1,test
12953,Low Fat,DRF51,-0.9553426508838769,-0.6708974374671817,Dairy,0.004885531435080637,0.3331348615659422,2007,OUT017,Tier 2,Medium,Supermarket Type1,test
12954,Low Fat,NCY53,-0.3050513076489484,-0.6708974374671817,Health and Hygiene,-0.39154165470477553,-0.01901110703840536,1985,OUT019,Tier 1,Small,Grocery Store,test
12955,Low Fat,FDY21,0.41275152972176365,-0.6708974374671817,Snack Foods,0.05221267101014804,0.25573087228341773,2007,OUT017,Tier 2,Small,Supermarket Type1,test
12956,Low Fat,FDL27,-0.7173783862708746,-0.6708974374671817,Meat,-0.9566068261671021,-0.8076808573980351,1987,OUT013,Tier 3,High,Supermarket Type1,test
12957,Low Fat,FDZ34,0.38279377109521984,-0.6708974374671817,Starchy Foods,-0.5540753148895723,-0.7451622506698421,1999,OUT049,Tier 1,Medium,Supermarket Type1,test
12958,Low Fat,NCF43,-0.04025664011300578,-0.6708974374671817,Household,-0.48665067095627146,-0.5290264959809468,1998,OUT010,Tier 3,Medium,Grocery Store,test
12959,Regular,FDC21,-0.3451958926715971,-0.6708974374671817,Fruits and Vegetables,-0.7575490819809662,0.19618934206609118,2004,OUT035,Tier 2,Small,Supermarket Type1,test
12960,Low Fat,FDL26,0.059491066153250616,-0.6708974374671817,Canned,-0.5717134656902172,0.6010717475439118,1987,OUT013,Tier 3,High,Supermarket Type1,test
12961,Low Fat,FDT25,-0.242633226711217,-0.6708974374671817,Canned,-0.49896575679326394,-0.6493003870199463,1998,OUT010,Tier 3,High,Grocery Store,test
12962,Low Fat,NCR30,-0.6292029147905929,-0.6708974374671817,Household,-0.6159177253355185,0.9106877046740105,1997,OUT046,Tier 1,Small,Supermarket Type1,test
12963,Low Fat,DRL23,-0.366686700758579,-0.6708974374671817,Hard Drinks,-0.8570196164754689,-0.01901110703840536,1985,OUT019,Tier 1,Small,Grocery Store,test
12964,Low Fat,NCR05,0.4135783604642478,-0.6708974374671817,Health and Hygiene,-0.6851076693361247,-0.33968442988984804,1999,OUT049,Tier 1,Medium,Supermarket Type1,test
12965,Low Fat,NCE19,-0.8064027599508317,-0.6708974374671817,Household,-0.4469560867105633,-0.4742482881810062,2009,OUT018,Tier 3,Medium,Supermarket Type2,test
12966,Low Fat,FDY07,-0.8909143695373144,-0.6708974374671817,Fruits and Vegetables,-0.6159177253355185,-0.13724322715093762,2004,OUT035,Tier 2,Small,Supermarket Type1,test
12967,Low Fat,FDB10,0.734044034254902,-0.6708974374671817,Snack Foods,-0.6159177253355185,-0.3515927359333135,2007,OUT017,Tier 2,Small,Supermarket Type1,test
12968,Low Fat,FDP57,-0.37343377544159906,-0.6708974374671817,Snack Foods,-0.6993637048639039,0.5415302173265855,1987,OUT013,Tier 3,High,Supermarket Type1,test
12969,Low Fat,FDU48,-0.15077182187994498,-0.6708974374671817,Baking Goods,-0.4252085232804701,-0.01901110703840536,1985,OUT019,Tier 1,Small,Grocery Store,test
12970,Low Fat,FDH48,-0.5418984169671781,-0.6708974374671817,Baking Goods,-0.6496836349782378,0.06519797558797258,2004,OUT035,Tier 2,Small,Supermarket Type1,test
12971,Low Fat,FDO33,-0.2846997263139308,-0.6708974374671817,Snack Foods,-0.47212694561925395,0.21405180113128908,2004,OUT035,Tier 2,Small,Supermarket Type1,test
12972,Low Fat,NCU29,-0.010298881486461742,-0.6708974374671817,Health and Hygiene,-0.8648194540759584,-0.6272700208395355,2002,OUT045,Tier 2,Small,Supermarket Type1,test
12973,Low Fat,FDW35,-0.910394977215465,-0.6708974374671817,Breads,-0.9537306030717367,-0.2801428996725215,1997,OUT046,Tier 1,Small,Supermarket Type1,test
12974,Regular,FDH05,0.7038180225332602,-0.6708974374671817,Frozen Foods,-0.08504515399091028,0.1664185769574278,1998,OUT010,Tier 3,Small,Grocery Store,test
12975,Low Fat,FDP26,-0.3791078377442292,-0.6708974374671817,Dairy,-0.6159177253355185,-0.6153617147960702,1999,OUT049,Tier 1,Medium,Supermarket Type1,test
12976,Low Fat,DRG27,-0.9132099369095885,-0.6708974374671817,Dairy,-0.3749320177177098,-0.4831795177136051,2004,OUT035,Tier 2,Small,Supermarket Type1,test
12977,Low Fat,FDQ33,0.023613063586170435,-0.6708974374671817,Snack Foods,-0.460418233385799,0.04733551652277468,1997,OUT046,Tier 1,Small,Supermarket Type1,test
12978,Regular,FDH20,-0.43334929269468725,-0.6708974374671817,Fruits and Vegetables,-0.7648824342993923,0.37481393271807106,1998,OUT010,Tier 3,Small,Grocery Store,test
12979,Low Fat,FDV14,-0.5034295648866886,-0.6708974374671817,Dairy,-0.7480250449292485,0.8213754093480206,1997,OUT046,Tier 1,Small,Supermarket Type1,test
12980,Regular,DRD01,-0.7999018669057175,-0.6708974374671817,Soft Drinks,-0.6453327873836361,-0.10151830902054182,1997,OUT046,Tier 1,Small,Supermarket Type1,test
12981,Low Fat,NCI17,-0.4469317278894933,-0.6708974374671817,Health and Hygiene,-0.6159177253355185,-0.5129502828222685,1999,OUT049,Tier 1,Medium,Supermarket Type1,test
12982,Regular,FDF39,0.9686126900692025,-0.6708974374671817,Dairy,-0.8209252277249061,0.22596010717475434,1998,OUT010,Tier 3,Medium,Grocery Store,test
12983,Low Fat,FDX37,-0.4127294582645723,-0.6708974374671817,Canned,-0.6339183091978926,0.3867222387615361,1997,OUT046,Tier 1,Small,Supermarket Type1,test
12984,Low Fat,NCX17,0.7287044394189435,-0.6708974374671817,Health and Hygiene,-0.32264932558023196,0.9880916939565347,2004,OUT035,Tier 2,Small,Supermarket Type1,test
12985,Regular,FDN03,0.8646204728045692,-0.6708974374671817,Meat,-0.9291740484042901,-0.37540934802024406,1987,OUT013,Tier 3,High,Supermarket Type1,test
12986,Low Fat,NCS41,0.290083464064272,-0.6708974374671817,Health and Hygiene,-0.47121103700938616,-0.012206013694551876,1998,OUT010,Tier 3,High,Grocery Store,test
12987,Low Fat,FDH34,0.29855041460383425,-0.6708974374671817,Snack Foods,-0.8301586820240675,-0.5147365287287882,2002,OUT045,Tier 2,High,Supermarket Type1,test
12988,Low Fat,NCX53,-0.05495623060258481,-0.6708974374671817,Health and Hygiene,-0.9296587532181657,0.8511461744566837,2009,OUT018,Tier 3,Medium,Supermarket Type2,test
12989,Low Fat,FDY31,-0.009740303839075315,-0.6708974374671817,Fruits and Vegetables,-0.7537798493763782,-0.8303066388806191,1997,OUT046,Tier 1,Small,Supermarket Type1,test
12990,Low Fat,FDD20,-0.19257006838756108,-0.6708974374671817,Fruits and Vegetables,-0.8937430316371179,0.14260196487049726,2007,OUT017,Tier 2,Small,Supermarket Type1,test
12991,Regular,FDE51,-0.8809957962363073,-0.6708974374671817,Dairy,-0.42682503723258924,-0.8368562072045251,2002,OUT045,Tier 2,Small,Supermarket Type1,test
12992,Regular,FDV27,-0.5283380532295635,-0.6708974374671817,Meat,-0.775778878057979,-0.5933313486156594,1997,OUT046,Tier 1,Small,Supermarket Type1,test
12993,Low Fat,FDF16,-0.0057861173929874,-0.6708974374671817,Frozen Foods,-0.4917656490400343,-0.673116999106877,2004,OUT035,Tier 2,Small,Supermarket Type1,test
12994,Regular,FDZ02,-0.44921018139342206,-0.6708974374671817,Dairy,-0.7867592092452271,-0.7201548079785649,1999,OUT049,Tier 1,Medium,Supermarket Type1,test
12995,Low Fat,NCK05,-0.7303581009039111,-0.6708974374671817,Health and Hygiene,-0.5441322039768639,0.8511461744566837,2002,OUT045,Tier 2,Medium,Supermarket Type1,test
12996,Regular,FDM12,0.3491721505748766,-0.6708974374671817,Baking Goods,-0.593593485547598,-0.01901110703840536,1985,OUT027,Tier 3,Medium,Supermarket Type3,test
12997,Low Fat,NCA05,0.009203797648880352,-0.6708974374671817,Health and Hygiene,-0.8666427249252462,0.928550163739208,2009,OUT018,Tier 3,Medium,Supermarket Type2,test
12998,Regular,FDX33,0.08886817567521677,-0.6708974374671817,Snack Foods,-0.2971509337971854,-0.4474545995832091,2002,OUT045,Tier 2,Medium,Supermarket Type1,test
12999,Regular,FDM25,0.22989969371608643,-0.6708974374671817,Breakfast,-0.6159177253355185,-0.26883000893122944,1999,OUT049,Tier 1,Medium,Supermarket Type1,test
13000,Regular,FDE41,-0.5367829323119342,-0.6708974374671817,Frozen Foods,-0.6262487421734596,-0.4474545995832091,2009,OUT018,Tier 3,Medium,Supermarket Type2,test
13001,Regular,FDW14,-0.5150238711298549,-0.6708974374671817,Dairy,-0.7862524858285261,-0.5540339386722237,2002,OUT045,Tier 2,Medium,Supermarket Type1,test
13002,Low Fat,NCD30,-0.45175688799244806,-0.6708974374671817,Household,-0.8566908829222676,0.8035129502828222,1997,OUT046,Tier 1,Small,Supermarket Type1,test
13003,Regular,FDB23,0.652950104924312,-0.6708974374671817,Starchy Foods,-0.9644138801553186,0.7439714200654954,1998,OUT010,Tier 3,Small,Grocery Store,test
13004,Regular,FDF45,-0.7546638686850166,-0.6708974374671817,Fruits and Vegetables,-0.9468621782315386,0.6248883596308423,1997,OUT046,Tier 1,Small,Supermarket Type1,test
13005,Low Fat,FDW20,-0.20557185447778936,-0.6708974374671817,Fruits and Vegetables,-0.8724735600512598,0.928550163739208,2007,OUT017,Tier 2,Small,Supermarket Type1,test
13006,Low Fat,FDF47,0.6255169814396024,-0.6708974374671817,Starchy Foods,-0.41972417943991414,0.9404584697826737,2002,OUT045,Tier 2,Small,Supermarket Type1,test
13007,Low Fat,NCR05,0.4356498176558077,-0.6708974374671817,Health and Hygiene,-0.4330527428969456,-0.01901110703840536,1985,OUT019,Tier 1,Small,Grocery Store,test
13008,Low Fat,DRB01,0.32821784867808934,-0.6708974374671817,Soft Drinks,-0.5156357725329321,-0.6623995236677582,1997,OUT046,Tier 1,Small,Supermarket Type1,test
13009,Regular,FDE36,0.13071056509721624,-0.6708974374671817,Baking Goods,-0.7650183696166679,-0.9160464423935695,1987,OUT013,Tier 3,High,Supermarket Type1,test
13010,Low Fat,FDU56,0.298282161508737,-0.6708974374671817,Fruits and Vegetables,-0.7481135257241595,0.4641262280440608,1999,OUT049,Tier 1,Medium,Supermarket Type1,test
13011,Regular,FDB23,0.6427632785282074,-0.6708974374671817,Starchy Foods,-0.9875462388350337,0.7439714200654954,1999,OUT049,Tier 1,Medium,Supermarket Type1,test
13012,Low Fat,FDN48,-0.49158907700561627,-0.6708974374671817,Baking Goods,-0.6214659026449569,0.04733551652277468,1999,OUT049,Tier 1,Medium,Supermarket Type1,test
13013,Low Fat,FDS43,0.3305183736392099,-0.6708974374671817,Fruits and Vegetables,-0.772754749800849,-0.15510568621613574,1987,OUT013,Tier 3,High,Supermarket Type1,test
13014,Low Fat,NCN05,0.2954672018146134,-0.6708974374671817,Health and Hygiene,-0.9330517423312411,-0.5617743376004763,1987,OUT013,Tier 3,High,Supermarket Type1,test
13015,Low Fat,NCL53,0.2301679468111839,-0.6708974374671817,Health and Hygiene,-0.7985534529137628,-0.6493003870199463,1999,OUT049,Tier 1,Medium,Supermarket Type1,test
13016,Low Fat,FDL56,-0.5277574041249856,-0.6708974374671817,Fruits and Vegetables,-0.24753820044409713,0.13664781184876462,1997,OUT046,Tier 1,Small,Supermarket Type1,test
13017,Regular,FDH17,-0.44921018139342206,-0.6708974374671817,Frozen Foods,-0.919052812166879,0.3867222387615361,2009,OUT018,Tier 3,Medium,Supermarket Type2,test
13018,Low Fat,FDP37,-0.18921860250324274,-0.6708974374671817,Breakfast,-0.14086038490993003,0.3152724025007443,1997,OUT046,Tier 1,Small,Supermarket Type1,test
13019,Regular,FDG09,0.3384267465313857,-0.6708974374671817,Fruits and Vegetables,-0.5052245815903608,-0.01901110703840536,1985,OUT019,Tier 1,Small,Grocery Store,test
13020,Regular,FDA55,0.6283540125909175,-0.6708974374671817,Fruits and Vegetables,-0.670398848579774,0.5058052991961892,2002,OUT045,Tier 2,Small,Supermarket Type1,test
13021,Regular,FDX31,0.7241696038682777,-0.6708974374671817,Fruits and Vegetables,-0.9305825555217758,0.8809169395653469,1999,OUT049,Tier 1,Medium,Supermarket Type1,test
13022,Low Fat,FDJ41,0.9539130995796237,-0.6708974374671817,Frozen Foods,-0.8808249895133018,-0.726704376302471,2002,OUT045,Tier 2,Medium,Supermarket Type1,test
13023,Low Fat,DRC24,0.056966431011416185,-0.6708974374671817,Soft Drinks,-0.8688679030066999,0.5832092884787139,2002,OUT045,Tier 2,Medium,Supermarket Type1,test
13024,Low Fat,FDQ21,-0.22507453361313146,-0.6708974374671817,Snack Foods,-0.9024379968674597,0.9880916939565347,2004,OUT035,Tier 2,Small,Supermarket Type1,test
13025,Low Fat,NCT54,-0.4684225359764752,-0.6708974374671817,Household,-0.2844980569783686,-0.5069961298005357,2002,OUT045,Tier 2,Small,Supermarket Type1,test
13026,Low Fat,FDH08,0.6877109521966194,-0.6708974374671817,Fruits and Vegetables,-0.9145271888336868,-0.6481095564155999,1999,OUT049,Tier 1,Medium,Supermarket Type1,test
13027,Regular,FDY38,0.7176687108231636,-0.6708974374671817,Dairy,-0.2852130581521092,0.07710628163143785,2009,OUT018,Tier 3,Medium,Supermarket Type2,test
13028,Low Fat,DRM11,0.9502492376858247,-0.6708974374671817,Hard Drinks,-0.34109066279781264,-0.7600476332241738,1998,OUT010,Tier 3,Medium,Grocery Store,test
13029,Low Fat,FDG32,0.6162011287003648,-0.6708974374671817,Fruits and Vegetables,0.0633362955209289,0.8213754093480206,1999,OUT049,Tier 1,Medium,Supermarket Type1,test
13030,Low Fat,NCH18,0.8165675148897447,-0.6708974374671817,Household,-0.7470167702508725,-0.4349508782375706,1997,OUT046,Tier 1,Small,Supermarket Type1,test
13031,Low Fat,FDI20,0.5277574041249857,-0.6708974374671817,Fruits and Vegetables,-0.7846057886574332,0.7320631140220306,2004,OUT035,Tier 2,Small,Supermarket Type1,test
13032,Low Fat,FDA33,-0.015972943789091865,-0.6708974374671817,Snack Foods,-0.812427530950191,-0.7707651086632925,2009,OUT018,Tier 3,Medium,Supermarket Type2,test
13033,Low Fat,FDN45,0.6300518169902682,-0.6708974374671817,Snack Foods,-0.29541832343671237,0.7618338791306938,1987,OUT013,Tier 3,High,Supermarket Type1,test
13034,Low Fat,FDT45,-0.789424715957324,-0.6708974374671817,Snack Foods,-0.4313322932581114,0.34504316760940745,1998,OUT010,Tier 3,High,Grocery Store,test
13035,Regular,FDR32,0.6781047749050928,-0.6708974374671817,Fruits and Vegetables,-0.49376280281543805,-0.7350401905328966,2004,OUT035,Tier 2,Small,Supermarket Type1,test
13036,Low Fat,FDA48,0.6088513334555752,-0.6708974374671817,Baking Goods,-0.31069250999603626,-0.10151830902054182,2007,OUT017,Tier 2,Small,Supermarket Type1,test
13037,Regular,FDN23,-0.036034200571820385,-0.6708974374671817,Breads,-0.5544547848206487,-0.7594522179220005,2007,OUT017,Tier 2,Small,Supermarket Type1,test
13038,Low Fat,NCR18,-0.8988006709722987,-0.6708974374671817,Household,-0.8958854244515169,0.34504316760940745,2004,OUT035,Tier 2,Small,Supermarket Type1,test
13039,Low Fat,FDD45,-0.4664344070248354,-0.6708974374671817,Fruits and Vegetables,-0.30622764716974604,-0.516522774635308,1997,OUT046,Tier 1,Small,Supermarket Type1,test
13040,Low Fat,FDI22,0.49212558319581134,-0.6708974374671817,Snack Foods,-0.4271859058775539,-0.041976778803215264,2009,OUT018,Tier 3,Medium,Supermarket Type2,test
13041,Regular,FDT09,-0.13718938668513858,-0.6708974374671817,Snack Foods,-0.6159177253355185,0.26168502530515036,1987,OUT013,Tier 3,High,Supermarket Type1,test
13042,Low Fat,DRC24,0.042535093616934416,-0.6708974374671817,Soft Drinks,-0.869917948994239,-0.01901110703840536,1985,OUT027,Tier 3,Medium,Supermarket Type3,test
13043,Regular,FDT39,0.00040237964264600024,-0.6708974374671817,Meat,-0.961250602456004,-0.7969633819589163,1997,OUT046,Tier 1,Small,Supermarket Type1,test
13044,Low Fat,FDX28,-0.43026607990546617,-0.6708974374671817,Frozen Foods,-0.24968478024113638,-0.7892229830306637,2002,OUT045,Tier 2,Small,Supermarket Type1,test
13045,Low Fat,FDA50,-0.45796745648527315,-0.6708974374671817,Dairy,-0.48305816596306383,0.39267639178326896,2009,OUT018,Tier 3,Medium,Supermarket Type2,test
13046,Regular,FDT33,0.16406393252246199,-0.6708974374671817,Snack Foods,-0.8137324902925885,-0.01901110703840536,1985,OUT027,Tier 3,Medium,Supermarket Type3,test
13047,Regular,FDQ60,-0.24346005745370092,-0.6708974374671817,Baking Goods,-0.3475092948705615,-0.8047037808871687,1999,OUT049,Tier 1,Medium,Supermarket Type1,test
13048,Low Fat,NCM19,-0.31467955639766654,-0.6708974374671817,Others,-0.7299705787502935,-0.03602262578148241,2009,OUT018,Tier 3,Medium,Supermarket Type2,test
13049,Regular,FDF40,0.8431296647175874,-0.6708974374671817,Dairy,-0.8833960123608349,0.8690086335218816,1997,OUT046,Tier 1,Small,Supermarket Type1,test
13050,Low Fat,NCI30,0.8145793859381047,-0.6708974374671817,Household,-0.6591938980885347,0.8690086335218816,2004,OUT035,Tier 2,Small,Supermarket Type1,test
13051,Low Fat,FDK34,0.7552445177895946,-0.6708974374671817,Snack Foods,-0.7844203668997471,0.04733551652277468,1999,OUT049,Tier 1,Medium,Supermarket Type1,test
13052,Low Fat,FDA38,0.7671070771278585,-0.6708974374671817,Dairy,-0.8658821164273647,-0.01901110703840536,1985,OUT027,Tier 3,Medium,Supermarket Type3,test
13053,Low Fat,FDT02,-0.9516346460756949,-0.6708974374671817,Dairy,-0.8727335778305427,-0.041976778803215264,2002,OUT045,Tier 2,Medium,Supermarket Type1,test
13054,Low Fat,FDC11,-0.5209882579847741,-0.6708974374671817,Starchy Foods,-0.1440072287023817,0.8987793986305448,2007,OUT017,Tier 2,Medium,Supermarket Type1,test
13055,Low Fat,FDD08,-0.9264799760949141,-0.6708974374671817,Fruits and Vegetables,-0.8043222098648082,-0.5540339386722237,1997,OUT046,Tier 1,Small,Supermarket Type1,test
13056,Low Fat,NCS29,0.9668928142126605,-0.6708974374671817,Health and Hygiene,-0.5937964125871166,-0.47067579636796664,1997,OUT046,Tier 1,Small,Supermarket Type1,test
13057,Low Fat,DRI03,0.2335635556098854,-0.6708974374671817,Dairy,-0.7880239673969514,-0.8243524858588864,1998,OUT010,Tier 3,Small,Grocery Store,test
13058,Low Fat,FDK48,-0.6439245767373633,-0.6708974374671817,Baking Goods,-0.7903404832732353,-0.6558499553438523,2004,OUT035,Tier 2,Small,Supermarket Type1,test
13059,Low Fat,FDM52,0.0035518068034416928,-0.6708974374671817,Frozen Foods,-0.8617117339418825,0.25573087228341773,1999,OUT049,Tier 1,Medium,Supermarket Type1,test
13060,Regular,FDP49,-0.7812260185128592,-0.6708974374671817,Breakfast,-0.5966876718760223,-0.47067579636796664,2004,OUT035,Tier 2,Small,Supermarket Type1,test
13061,Regular,DRA24,0.13155946729689183,-0.6708974374671817,Soft Drinks,-0.7761593577907508,0.7618338791306938,1997,OUT046,Tier 1,Small,Supermarket Type1,test
13062,Low Fat,NCJ43,0.19907096143267533,-0.6708974374671817,Household,-0.8550762777416463,-0.7523072342959214,1999,OUT049,Tier 1,Medium,Supermarket Type1,test
13063,Regular,FDE11,0.29374732595807096,-0.6708974374671817,Starchy Foods,-0.1884934697694467,0.565346829413516,2002,OUT045,Tier 2,Medium,Supermarket Type1,test
13064,Regular,FDP01,0.04481354712086327,-0.6708974374671817,Breakfast,-0.6314857708011837,0.928550163739208,1999,OUT049,Tier 1,Medium,Supermarket Type1,test
13065,Regular,FDQ59,-0.5466794341557498,-0.6708974374671817,Breads,-0.6734058840960082,-0.37540934802024406,2009,OUT018,Tier 3,Medium,Supermarket Type2,test
13066,Low Fat,FDA43,0.38616730843672964,-0.6708974374671817,Fruits and Vegetables,-0.32476167679418744,-0.01901110703840536,1985,OUT019,Tier 1,Small,Grocery Store,test
13067,Regular,FDL14,0.04505972875876929,-0.6708974374671817,Canned,-0.8228778763377756,-0.5760643048526346,2007,OUT017,Tier 2,Small,Supermarket Type1,test
13068,Low Fat,FDV50,-0.21151416987551697,-0.6708974374671817,Dairy,-0.6159177253355185,0.16046442393569538,1998,OUT010,Tier 3,Small,Grocery Store,test
13069,Regular,FDT01,0.52123443962268,-0.6708974374671817,Canned,0.10647896464539564,-0.01901110703840536,1985,OUT027,Tier 3,Medium,Supermarket Type3,test
13070,Low Fat,NCC42,-0.07729594088924197,-0.6708974374671817,Health and Hygiene,-0.7455471270295129,0.24382256623995247,2004,OUT035,Tier 2,Small,Supermarket Type1,test
13071,Low Fat,FDO28,-0.25704249264850687,-0.6708974374671817,Frozen Foods,-0.5768459121118479,-0.8559094968740696,1997,OUT046,Tier 1,Small,Supermarket Type1,test
13072,Regular,FDD32,-0.5811720283329598,-0.6708974374671817,Fruits and Vegetables,-0.5807356312992346,-0.01901110703840536,1985,OUT019,Tier 1,Small,Grocery Store,test
13073,Low Fat,FDV45,0.31211077834144896,-0.6708974374671817,Snack Foods,-0.7446912031032931,0.4522179220005955,2004,OUT035,Tier 2,Small,Supermarket Type1,test
13074,Low Fat,NCW17,-0.19091640690259348,-0.6708974374671817,Health and Hygiene,-0.8130137023624896,-0.01901110703840536,1985,OUT019,Tier 1,Small,Grocery Store,test
13075,Low Fat,NCJ17,-0.5353754524648724,-0.6708974374671817,Health and Hygiene,-0.08721912158027811,-0.01901110703840536,1985,OUT027,Tier 3,Medium,Supermarket Type3,test
13076,Low Fat,NCF18,0.3519650388118085,-0.6708974374671817,Household,-0.4732637729793384,0.6427508186960407,1999,OUT049,Tier 1,Medium,Supermarket Type1,test
13077,Regular,FDP01,0.03547562292443418,-0.6708974374671817,Breakfast,-0.6313012233839903,0.928550163739208,2002,OUT045,Tier 2,Medium,Supermarket Type1,test
13078,Low Fat,FDH24,0.06655053684575107,-0.6708974374671817,Baking Goods,-0.8897844612146097,0.9225960107174753,2002,OUT045,Tier 2,Medium,Supermarket Type1,test
13079,Regular,FDI38,0.5065789920474844,-0.6708974374671817,Canned,-0.932384103319954,-0.01901110703840536,1985,OUT027,Tier 3,Medium,Supermarket Type3,test
13080,Regular,FDX03,-0.8855306317869731,-0.6708974374671817,Meat,-0.6458937937988016,0.34504316760940745,2004,OUT035,Tier 2,Small,Supermarket Type1,test
